start	end	duration	path	overlap_list
1436800220.93	1436803820.74	3599.805481	../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-17-10-20_0.bag	[]
1436802231.09	1436802531.36	300.270752	../../bags/lurch/TBMH1_201507131743_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-17-10-20_0.bag']
1436802631.99	1436802717.59	85.602088	../../bags/lurch/TBMH1_201507131750_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-17-10-20_0.bag']
1436803571.05	1436803606.48	35.432883	../../bags/lurch/TBMH1_201507131806_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-17-10-20_0.bag']
1436803820.75	1436804717.21	896.469153	../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-18-10-20_1.bag	[]
1436803907.47	1436803950.67	43.205302	../../bags/lurch/TBMH1_201507131811_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-13-18-10-20_1.bag']
1437119467.31	1437119510.81	43.504373	../../bags/lurch/TBMH1_201507170951_adams.bag	[]
1437124474.72	1437127176.24	2701.522762	../../bags/rockin_airlab/log_airlab_mocap_2015-07-17-11-14-34_0.bag	[]
1437124700.83	1437124776.0	75.168776	../../bags/lurch/TBMH1_201507171118_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-17-11-14-34_0.bag']
1437720868.78	1437724468.62	3599.848176	../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-08-54-28_0.bag	[]
1437722445.67	1437722871.05	425.379753	../../bags/lurch/TBMH1_201507240920_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-08-54-28_0.bag']
1437723140.64	1437725287.8	2147.156707	../../bags/lurch/TBMH1_201507240932_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-08-54-28_0.bag']
1437724468.63	1437728068.62	3599.992497	../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-09-54-28_1.bag	['../../bags/lurch/TBMH1_201507240932_adams.bag']
1437728055.13	1437728189.07	133.935665	../../bags/lurch/TBMH1_201507241054_adams.bag	['../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-09-54-28_1.bag']
1437728068.63	1437728162.39	93.757046	../../bags/rockin_airlab/log_airlab_mocap_2015-07-24-10-54-28_2.bag	['../../bags/lurch/TBMH1_201507241054_adams.bag']
