start	end	duration	path	overlap_list
1448022260.64	1448022311.52	50.878989	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-20-13-24-20_0.bag	[]
1448022328.8	1448022366.13	37.334988	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-20-13-25-28_0.bag	[]
1448022395.35	1448022428.21	32.857917	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-13-26-35_0.bag	[]
1448026920.25	1448026961.43	41.182026	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-42-00_0.bag	[]
1448026964.62	1448026983.33	18.705537	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-42-44_0.bag	[]
1448026987.79	1448027393.73	405.938166	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-43-07_0.bag	[]
1448027396.72	1448027437.71	40.989973	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-49-56_0.bag	[]
1448027440.6	1448027444.49	3.890908	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-50-40_0.bag	[]
1448027447.61	1448027459.9	12.296651	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-50-47_0.bag	[]
1448027462.58	1448027475.65	13.067935	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-51-02_0.bag	[]
1448027492.85	1448027503.43	10.577867	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-51-32_0.bag	[]
1448027514.51	1448027524.22	9.706622	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-51-54_0.bag	[]
1448027527.15	1448027608.17	81.023613	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-52-07_0.bag	[]
1448027612.54	1448027631.98	19.440597	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-53-32_0.bag	[]
1448027655.64	1448027662.79	7.156358	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-54-15_0.bag	[]
1448027678.62	1448027694.03	15.413554	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-54-38_0.bag	[]
1448027696.87	1448027724.11	27.240204	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-54-56_0.bag	[]
1448027733.3	1448027737.47	4.160942	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-55-33_0.bag	[]
1448027740.36	1448027835.58	95.218406	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-55-40_0.bag	[]
1448027855.84	1448027861.43	5.590819	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-57-35_0.bag	[]
1448027864.09	1448027902.11	38.015749	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-57-44_0.bag	[]
1448027934.22	1448028005.83	71.613626	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-14-58-54_0.bag	[]
1448028010.61	1448028019.02	8.406235	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-00-10_0.bag	[]
1448028024.06	1448028035.96	11.894031	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-00-24_0.bag	[]
1448028301.53	1448028304.61	3.081842	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-05-01_0.bag	[]
1448028403.34	1448028530.48	127.146715	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-06-43_0.bag	[]
1448028773.39	1448029293.29	519.904959	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-12-53_0.bag	[]
1448030475.17	1448030527.52	52.351004	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-41-15_0.bag	[]
1448030534.68	1448030767.95	233.266166	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-42-14_0.bag	[]
1448030773.37	1448030805.07	31.697122	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-46-13_0.bag	[]
1448030810.36	1448030815.45	5.086389	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-46-50_0.bag	[]
1448030821.37	1448030881.52	60.147192	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-47-01_0.bag	[]
1448031537.43	1448032224.89	687.456775	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-15-58-57_0.bag	[]
1448032229.4	1448032244.49	15.089456	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-16-10-29_0.bag	[]
1448032274.94	1448032546.68	271.739742	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-16-11-14_0.bag	[]
1448033666.41	1448035083.55	1417.140138	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-16-34-26_0.bag	[]
1448035110.57	1448038710.56	3599.994368	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-16-58-30_0.bag	[]
1448038710.57	1448042310.56	3599.993608	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-17-58-30_1.bag	[]
1448042310.57	1448045910.56	3599.993424	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-18-58-30_2.bag	[]
1448045910.57	1448048906.15	2995.58029	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-19-58-30_3.bag	[]
1448048910.82	1448049057.07	146.259925	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-20-48-30_0.bag	[]
1448049060.74	1448050607.61	1546.865482	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-20-51-00_0.bag	[]
1448050611.37	1448051022.91	411.541754	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-21-16-51_0.bag	[]
1448051026.82	1448052565.61	1538.792797	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-21-23-46_0.bag	[]
1448052620.87	1448052675.16	54.288535	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-21-50-20_0.bag	[]
1448052680.18	1448052703.01	22.827191	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-21-51-20_0.bag	[]
1448052899.08	1448053210.93	311.850578	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-21-54-59_0.bag	[]
1448053215.27	1448053303.37	88.098327	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-22-00-15_0.bag	[]
1448053341.68	1448053513.68	171.993156	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-22-02-21_0.bag	[]
1448053590.89	1448053804.78	213.89691	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-22-06-30_0.bag	[]
1448053833.81	1448054802.77	968.965268	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-20-22-10-33_0.bag	[]
1448054814.6	1448054828.32	13.719838	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-20-22-26-54_0.bag	[]
1448054836.56	1448054974.03	137.470434	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-20-22-27-16_0.bag	[]
1448055539.27	1448058024.51	2485.236146	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-20-22-38-59_0.bag	[]
1448063949.18	1448064014.02	64.842585	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-00-59-09_0.bag	[]
1448092960.85	1448093168.51	207.657492	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-09-02-40_0.bag	[]
1448093242.81	1448093461.92	219.114483	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-09-07-22_0.bag	[]
1448093652.95	1448093705.2	52.249681	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-09-14-12_0.bag	[]
1448093709.06	1448094276.1	567.044039	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-09-15-09_0.bag	[]
1448094602.3	1448095762.2	1159.892616	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-09-30-02_0.bag	[]
1448101155.12	1448102245.69	1090.575573	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-11-19-15_0.bag	[]
1448102319.71	1448102351.41	31.70001	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-11-38-39_0.bag	[]
1448102361.39	1448103184.53	823.140826	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-11-39-21_0.bag	[]
1448103365.91	1448104741.98	1376.070811	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-11-56-05_0.bag	[]
1448104906.88	1448105396.63	489.752326	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-12-21-46_0.bag	[]
1448113002.03	1448113005.04	3.019109	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-14-36-42_0.bag	[]
1448115060.46	1448116247.78	1187.323224	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-15-11-00_0.bag	[]
1448116258.58	1448117541.56	1282.981798	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-15-30-58_0.bag	[]
1448137254.87	1448137259.62	4.75271	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-21-20-54_0.bag	[]
1448137264.65	1448137333.24	68.584555	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-21-04_0.bag	[]
1448137335.67	1448137439.54	103.863732	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-22-15_0.bag	[]
1448137442.36	1448137457.33	14.963704	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-24-02_0.bag	[]
1448137470.75	1448137479.54	8.79609	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-24-30_0.bag	[]
1448137569.9	1448137591.93	22.029247	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-26-09_0.bag	[]
1448137598.85	1448137611.99	13.138916	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-21-21-26-38_0.bag	[]
1448137623.37	1448141223.36	3599.994651	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-21-27-03_0.bag	[]
1448141223.37	1448144823.36	3599.988659	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-22-27-03_1.bag	[]
1448144823.37	1448148423.36	3599.988654	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-21-23-27-03_2.bag	[]
1448148423.37	1448150553.99	2130.62255	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-22-00-27-03_3.bag	[]
1448179885.31	1448180218.71	333.403224	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm3w_2015-11-22-09-11-25_0.bag	[]
1448181628.81	1448181645.53	16.7185	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-22-09-40-28_0.bag	[]
1448182247.49	1448182416.0	168.509137	/media/enrico/RoCKIn@Home/RoCKIn/RoCKIn_Competition_2015/log_to_process-from_LeNovo_GermanBmBox/log_fbm1w_2015-11-22-09-50-47_0.bag	[]
